Method	Dataset	Metric	Value	Set
NPTransfer bl.	Orthopoxvirus	Accuracy	0.309090909090909	Holdout
NPTransfer bl.	P. aeruginosa	AUC	0.789749345304901	Holdout
NPTransfer bl.	P. aeruginosa	F1	0.581196581196581	Holdout
NPTransfer bl.	P. aeruginosa	MCC	0.350407345771308	Holdout
NPTransfer bl.	P. aeruginosa	PPV	0.944444444444444	Holdout
NPTransfer bl.	P. aeruginosa	NPV	0.397435897435897	Holdout
NPTransfer bl.	P. aeruginosa	Sensitivity	0.419753086419753	Holdout
NPTransfer bl.	P. aeruginosa	Specificity	0.939393939393939	Holdout
NPTransfer bl.	P. aeruginosa	Balanced accuracy	0.679573512906846	Holdout
NPTransfer bl.	P. aeruginosa	Accuracy	0.570175438596491	Holdout
NPTransfer bl.	P. falciparum	AUC	0.785573927435581	Holdout
NPTransfer bl.	P. falciparum	F1	0.783640081799591	Holdout
NPTransfer bl.	P. falciparum	MCC	0.437470370500401	Holdout
NPTransfer bl.	P. falciparum	PPV	0.795020746887967	Holdout
NPTransfer bl.	P. falciparum	NPV	0.638693145419603	Holdout
NPTransfer bl.	P. falciparum	Sensitivity	0.77258064516129	Holdout
NPTransfer bl.	P. falciparum	Specificity	0.668678739101274	Holdout
NPTransfer bl.	P. falciparum	Balanced accuracy	0.720629692131282	Holdout
NPTransfer bl.	P. falciparum	Accuracy	0.733568370687484	Holdout
NPTransfer bl.	SARS-Cov-2	AUC	0.497627969553285	Holdout
NPTransfer bl.	SARS-Cov-2	F1	0.119402985074627	Holdout
NPTransfer bl.	SARS-Cov-2	MCC	0.037037049528598	Holdout
NPTransfer bl.	SARS-Cov-2	PPV	0.141843971631206	Holdout
NPTransfer bl.	SARS-Cov-2	NPV	0.900939368061486	Holdout
NPTransfer bl.	SARS-Cov-2	Sensitivity	0.103092783505155	Holdout
NPTransfer bl.	SARS-Cov-2	Specificity	0.92896976812445	Holdout
NPTransfer bl.	SARS-Cov-2	Balanced accuracy	0.516031275814802	Holdout
NPTransfer bl.	SARS-Cov-2	Accuracy	0.844532279314888	Holdout
NPTransfer bl.	S. mansoni	AUC	0.555681174720476	Holdout
NPTransfer bl.	S. mansoni	F1	0.22	Holdout
NPTransfer bl.	S. mansoni	MCC	0.119521307591149	Holdout
NPTransfer bl.	S. mansoni	PPV	0.455172413793104	Holdout
NPTransfer bl.	S. mansoni	NPV	0.732646048109966	Holdout
NPTransfer bl.	S. mansoni	Sensitivity	0.145054945054945	Holdout
NPTransfer bl.	S. mansoni	Specificity	0.931004366812227	Holdout
NPTransfer bl.	S. mansoni	Balanced accuracy	0.538029655933586	Holdout
NPTransfer bl.	S. mansoni	Accuracy	0.7075	Holdout
NPTransfer bl.	T. gondii	AUC	0.602056359482102	Holdout
NPTransfer bl.	T. gondii	F1	0.718204488778055	Holdout
NPTransfer bl.	T. gondii	MCC	0.107532144776619	Holdout
NPTransfer bl.	T. gondii	PPV	0.723618090452261	Holdout
NPTransfer bl.	T. gondii	NPV	0.382978723404255	Holdout
NPTransfer bl.	T. gondii	Sensitivity	0.712871287128713	Holdout
NPTransfer bl.	T. gondii	Specificity	0.395604395604396	Holdout
NPTransfer bl.	T. gondii	Balanced accuracy	0.554237841366554	Holdout
NPTransfer bl.	T. gondii	Accuracy	0.614334470989761	Holdout
Bepipred 3.0	C. difficile	AUC	0.575848811553135	NoLeakage
Bepipred 3.0	C. difficile	F1	0	NoLeakage
Bepipred 3.0	C. difficile	MCC	-0.0555946728181773	NoLeakage
Bepipred 3.0	C. difficile	PPV	0	NoLeakage
Bepipred 3.0	C. difficile	NPV	0.78894472361809	NoLeakage
Bepipred 3.0	C. difficile	Sensitivity	0	NoLeakage
Bepipred 3.0	C. difficile	Specificity	0.985355648535565	NoLeakage
Bepipred 3.0	C. difficile	Balanced accuracy	0.492677824267782	NoLeakage
Bepipred 3.0	C. difficile	Accuracy	0.779801324503311	NoLeakage
Bepipred 3.0	C. trachomatis	AUC	0.552879999296918	NoLeakage
Bepipred 3.0	C. trachomatis	F1	0.532610960616795	NoLeakage
Bepipred 3.0	C. trachomatis	MCC	-0.0563749913288744	NoLeakage
Bepipred 3.0	C. trachomatis	PPV	0.539468130012664	NoLeakage
Bepipred 3.0	C. trachomatis	NPV	0.404343329886246	NoLeakage
Bepipred 3.0	C. trachomatis	Sensitivity	0.525925925925926	NoLeakage
Bepipred 3.0	C. trachomatis	Specificity	0.417512012813668	NoLeakage
Bepipred 3.0	C. trachomatis	Balanced accuracy	0.471718969369797	NoLeakage
Bepipred 3.0	C. trachomatis	Accuracy	0.478735765744829	NoLeakage
Bepipred 3.0	Filoviridae	AUC	0.558303603431806	NoLeakage
Bepipred 3.0	Filoviridae	F1	0.310334253296535	NoLeakage
Bepipred 3.0	Filoviridae	MCC	0.0730870190549139	NoLeakage
Bepipred 3.0	Filoviridae	PPV	0.228133453561767	NoLeakage
Bepipred 3.0	Filoviridae	NPV	0.830545913537393	NoLeakage
Bepipred 3.0	Filoviridae	Sensitivity	0.485139022051774	NoLeakage
Bepipred 3.0	Filoviridae	Specificity	0.605893186003683	NoLeakage
Bepipred 3.0	Filoviridae	Balanced accuracy	0.545516104027729	NoLeakage
Bepipred 3.0	Filoviridae	Accuracy	0.582513458325599	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	AUC	0.525778847041148	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	F1	0.253093119166486	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	MCC	-0.0155368529833876	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	PPV	0.315989159891599	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	NPV	0.666385975656434	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	Sensitivity	0.211078928312817	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	Specificity	0.775224864190934	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	Balanced accuracy	0.493151896251875	NoLeakage
Bepipred 3.0	Human Gammaherpesvirus 4	Accuracy	0.589207903062138	NoLeakage
Bepipred 3.0	Influenza A	AUC	0.596808390783658	NoLeakage
Bepipred 3.0	Influenza A	F1	0.708936365724788	NoLeakage
Bepipred 3.0	Influenza A	MCC	0.156819897114757	NoLeakage
Bepipred 3.0	Influenza A	PPV	0.849201981287837	NoLeakage
Bepipred 3.0	Influenza A	NPV	0.278867102396514	NoLeakage
Bepipred 3.0	Influenza A	Sensitivity	0.608438485804416	NoLeakage
Bepipred 3.0	Influenza A	Specificity	0.583586626139818	NoLeakage
Bepipred 3.0	Influenza A	Balanced accuracy	0.596012555972117	NoLeakage
Bepipred 3.0	Influenza A	Accuracy	0.603318722604884	NoLeakage
Bepipred 3.0	Measles morbilivirus	AUC	0.566013939595088	NoLeakage
Bepipred 3.0	Measles morbilivirus	F1	0.179148311306902	NoLeakage
Bepipred 3.0	Measles morbilivirus	MCC	-0.0741362901593597	NoLeakage
Bepipred 3.0	Measles morbilivirus	PPV	0.348571428571429	NoLeakage
Bepipred 3.0	Measles morbilivirus	NPV	0.54868154158215	NoLeakage
Bepipred 3.0	Measles morbilivirus	Sensitivity	0.120553359683794	NoLeakage
Bepipred 3.0	Measles morbilivirus	Specificity	0.825954198473282	NoLeakage
Bepipred 3.0	Measles morbilivirus	Balanced accuracy	0.473253779078538	NoLeakage
Bepipred 3.0	Measles morbilivirus	Accuracy	0.518518518518518	NoLeakage
Bepipred 3.0	Mononegavirales	AUC	0.53351596638194	NoLeakage
Bepipred 3.0	Mononegavirales	F1	0.382168995342648	NoLeakage
Bepipred 3.0	Mononegavirales	MCC	0.0459329581250694	NoLeakage
Bepipred 3.0	Mononegavirales	PPV	0.344860710854947	NoLeakage
Bepipred 3.0	Mononegavirales	NPV	0.698899371069182	NoLeakage
Bepipred 3.0	Mononegavirales	Sensitivity	0.428528797373918	NoLeakage
Bepipred 3.0	Mononegavirales	Specificity	0.6196849295971	NoLeakage
Bepipred 3.0	Mononegavirales	Balanced accuracy	0.524106863485509	NoLeakage
Bepipred 3.0	Mononegavirales	Accuracy	0.558817939946788	NoLeakage
Bepipred 3.0	O. volvulus	AUC	0.657035844619474	NoLeakage
Bepipred 3.0	O. volvulus	F1	0.272993375442921	NoLeakage
Bepipred 3.0	O. volvulus	MCC	0.146923008203026	NoLeakage
Bepipred 3.0	O. volvulus	PPV	0.179861956963053	NoLeakage
Bepipred 3.0	O. volvulus	NPV	0.918281381634372	NoLeakage
Bepipred 3.0	O. volvulus	Sensitivity	0.566134185303514	NoLeakage
Bepipred 3.0	O. volvulus	Specificity	0.653813196229649	NoLeakage
Bepipred 3.0	O. volvulus	Balanced accuracy	0.609973690766581	NoLeakage
Bepipred 3.0	O. volvulus	Accuracy	0.643445409897998	NoLeakage
Bepipred 3.0	B. pertussis	AUC	0.50047391052848	NoLeakage
Bepipred 3.0	B. pertussis	F1	0.351681957186544	NoLeakage
Bepipred 3.0	B. pertussis	MCC	0.0794719554122443	NoLeakage
Bepipred 3.0	B. pertussis	PPV	0.555555555555556	NoLeakage
Bepipred 3.0	B. pertussis	NPV	0.53984753984754	NoLeakage
Bepipred 3.0	B. pertussis	Sensitivity	0.257270693512304	NoLeakage
Bepipred 3.0	B. pertussis	Specificity	0.808930425752856	NoLeakage
Bepipred 3.0	B. pertussis	Balanced accuracy	0.53310055963258	NoLeakage
Bepipred 3.0	B. pertussis	Accuracy	0.543349488422186	NoLeakage
Bepipred 3.0	Corynebacterium	AUC	0.679933363622596	NoLeakage
Bepipred 3.0	Corynebacterium	F1	0.392592592592593	NoLeakage
Bepipred 3.0	Corynebacterium	MCC	0.30435576142733	NoLeakage
Bepipred 3.0	Corynebacterium	PPV	0.929824561403509	NoLeakage
Bepipred 3.0	Corynebacterium	NPV	0.485530546623794	NoLeakage
Bepipred 3.0	Corynebacterium	Sensitivity	0.248826291079812	NoLeakage
Bepipred 3.0	Corynebacterium	Specificity	0.974193548387097	NoLeakage
Bepipred 3.0	Corynebacterium	Balanced accuracy	0.611509919733454	NoLeakage
Bepipred 3.0	Corynebacterium	Accuracy	0.554347826086957	NoLeakage
Bepipred 3.0	E. coli	AUC	0.523047425679437	NoLeakage
Bepipred 3.0	E. coli	F1	0.505908096280087	NoLeakage
Bepipred 3.0	E. coli	MCC	-0.0690680252351601	NoLeakage
Bepipred 3.0	E. coli	PPV	0.62962962962963	NoLeakage
Bepipred 3.0	E. coli	NPV	0.304845814977974	NoLeakage
Bepipred 3.0	E. coli	Sensitivity	0.422823701536211	NoLeakage
Bepipred 3.0	E. coli	Specificity	0.504373177842566	NoLeakage
Bepipred 3.0	E. coli	Balanced accuracy	0.463598439689388	NoLeakage
Bepipred 3.0	E. coli	Accuracy	0.45007306380906	NoLeakage
Bepipred 3.0	Enterobacteriaceae	AUC	0.54741694933959	NoLeakage
Bepipred 3.0	Enterobacteriaceae	F1	0.365236523652365	NoLeakage
Bepipred 3.0	Enterobacteriaceae	MCC	0.0257641012582118	NoLeakage
Bepipred 3.0	Enterobacteriaceae	PPV	0.440026507620941	NoLeakage
Bepipred 3.0	Enterobacteriaceae	NPV	0.587771203155819	NoLeakage
Bepipred 3.0	Enterobacteriaceae	Sensitivity	0.312176774800188	NoLeakage
Bepipred 3.0	Enterobacteriaceae	Specificity	0.711702490617537	NoLeakage
Bepipred 3.0	Enterobacteriaceae	Balanced accuracy	0.511939632708862	NoLeakage
Bepipred 3.0	Enterobacteriaceae	Accuracy	0.543693159351522	NoLeakage
Bepipred 3.0	Lentivirus	AUC	0.471337126600284	NoLeakage
Bepipred 3.0	Lentivirus	F1	0.398058252427185	NoLeakage
Bepipred 3.0	Lentivirus	MCC	0.182994239225111	NoLeakage
Bepipred 3.0	Lentivirus	PPV	0.950331125827815	NoLeakage
Bepipred 3.0	Lentivirus	NPV	0.222424794895169	NoLeakage
Bepipred 3.0	Lentivirus	Sensitivity	0.251754385964912	NoLeakage
Bepipred 3.0	Lentivirus	Specificity	0.942084942084942	NoLeakage
Bepipred 3.0	Lentivirus	Balanced accuracy	0.596919664024927	NoLeakage
Bepipred 3.0	Lentivirus	Accuracy	0.379556826304503	NoLeakage
Bepipred 3.0	M. tuberculosis	AUC	0.613110437795696	NoLeakage
Bepipred 3.0	M. tuberculosis	F1	0.276269185360094	NoLeakage
Bepipred 3.0	M. tuberculosis	MCC	0.0777838391993912	NoLeakage
Bepipred 3.0	M. tuberculosis	PPV	0.540103866128102	NoLeakage
Bepipred 3.0	M. tuberculosis	NPV	0.566954871362294	NoLeakage
Bepipred 3.0	M. tuberculosis	Sensitivity	0.185603807257585	NoLeakage
Bepipred 3.0	M. tuberculosis	Specificity	0.870910268869453	NoLeakage
Bepipred 3.0	M. tuberculosis	Balanced accuracy	0.528257038063519	NoLeakage
Bepipred 3.0	M. tuberculosis	Accuracy	0.562806454488722	NoLeakage
Bepipred 3.0	Orthopoxvirus	AUC	0.771390894930615	NoLeakage
Bepipred 3.0	Orthopoxvirus	F1	0.712250712250712	NoLeakage
Bepipred 3.0	Orthopoxvirus	MCC	0.398598503667502	NoLeakage
Bepipred 3.0	Orthopoxvirus	PPV	0.714285714285714	NoLeakage
Bepipred 3.0	Orthopoxvirus	NPV	0.684210526315789	NoLeakage
Bepipred 3.0	Orthopoxvirus	Sensitivity	0.710227272727273	NoLeakage
Bepipred 3.0	Orthopoxvirus	Specificity	0.688473520249221	NoLeakage
Bepipred 3.0	Orthopoxvirus	Balanced accuracy	0.699350396488247	NoLeakage
Bepipred 3.0	Orthopoxvirus	Accuracy	0.699851411589896	NoLeakage
Bepipred 3.0	P. aeruginosa	AUC	0.511900121275121	NoLeakage
Bepipred 3.0	P. aeruginosa	F1	0.298136645962733	NoLeakage
Bepipred 3.0	P. aeruginosa	MCC	0.100770081148075	NoLeakage
Bepipred 3.0	P. aeruginosa	PPV	0.421052631578947	NoLeakage
Bepipred 3.0	P. aeruginosa	NPV	0.702602230483271	NoLeakage
Bepipred 3.0	P. aeruginosa	Sensitivity	0.230769230769231	NoLeakage
Bepipred 3.0	P. aeruginosa	Specificity	0.851351351351351	NoLeakage
Bepipred 3.0	P. aeruginosa	Balanced accuracy	0.541060291060291	NoLeakage
Bepipred 3.0	P. aeruginosa	Accuracy	0.653374233128834	NoLeakage
Bepipred 3.0	P. falciparum	AUC	0.559258074803079	NoLeakage
Bepipred 3.0	P. falciparum	F1	0.353795966785291	NoLeakage
Bepipred 3.0	P. falciparum	MCC	0.0299708079946678	NoLeakage
Bepipred 3.0	P. falciparum	PPV	0.714513875024955	NoLeakage
Bepipred 3.0	P. falciparum	NPV	0.318626016735912	NoLeakage
Bepipred 3.0	P. falciparum	Sensitivity	0.235104775668396	NoLeakage
Bepipred 3.0	P. falciparum	Specificity	0.792	NoLeakage
Bepipred 3.0	P. falciparum	Balanced accuracy	0.513552387834198	NoLeakage
Bepipred 3.0	P. falciparum	Accuracy	0.408362747759978	NoLeakage
Bepipred 3.0	SARS-Cov-2	AUC	0.676308285547632	NoLeakage
Bepipred 3.0	SARS-Cov-2	F1	0.172743362831858	NoLeakage
Bepipred 3.0	SARS-Cov-2	MCC	0.0859372749083431	NoLeakage
Bepipred 3.0	SARS-Cov-2	PPV	0.137905048982668	NoLeakage
Bepipred 3.0	SARS-Cov-2	NPV	0.93047425977215	NoLeakage
Bepipred 3.0	SARS-Cov-2	Sensitivity	0.231133564887907	NoLeakage
Bepipred 3.0	SARS-Cov-2	Specificity	0.876870089333764	NoLeakage
Bepipred 3.0	SARS-Cov-2	Balanced accuracy	0.554001827110835	NoLeakage
Bepipred 3.0	SARS-Cov-2	Accuracy	0.826163497061813	NoLeakage
Bepipred 3.0	S. mansoni	AUC	0.589063747840732	NoLeakage
Bepipred 3.0	S. mansoni	F1	0.319888734353268	NoLeakage
Bepipred 3.0	S. mansoni	MCC	0.0974224344153703	NoLeakage
Bepipred 3.0	S. mansoni	PPV	0.307281229124917	NoLeakage
Bepipred 3.0	S. mansoni	NPV	0.787489883223494	NoLeakage
Bepipred 3.0	S. mansoni	Sensitivity	0.333575054387237	NoLeakage
Bepipred 3.0	S. mansoni	Specificity	0.76657287563309	NoLeakage
Bepipred 3.0	S. mansoni	Balanced accuracy	0.550073965010163	NoLeakage
Bepipred 3.0	S. mansoni	Accuracy	0.664004122648802	NoLeakage
Bepipred 3.0	T. gondii	AUC	0.483928831585082	NoLeakage
Bepipred 3.0	T. gondii	F1	0.636539204325995	NoLeakage
Bepipred 3.0	T. gondii	MCC	0.00767960880623424	NoLeakage
Bepipred 3.0	T. gondii	PPV	0.614466815809098	NoLeakage
Bepipred 3.0	T. gondii	NPV	0.393419170243204	NoLeakage
Bepipred 3.0	T. gondii	Sensitivity	0.66025641025641	NoLeakage
Bepipred 3.0	T. gondii	Specificity	0.347222222222222	NoLeakage
Bepipred 3.0	T. gondii	Balanced accuracy	0.503739316239316	NoLeakage
Bepipred 3.0	T. gondii	Accuracy	0.538725490196078	NoLeakage
Epidope	C. difficile	AUC	0.525820654269025	NoLeakage
Epidope	C. difficile	F1	0	NoLeakage
Epidope	C. difficile	MCC	0	NoLeakage
Epidope	C. difficile	PPV	0	NoLeakage
Epidope	C. difficile	NPV	0.784567901234568	NoLeakage
Epidope	C. difficile	Sensitivity	0	NoLeakage
Epidope	C. difficile	Specificity	1	NoLeakage
Epidope	C. difficile	Balanced accuracy	0.5	NoLeakage
Epidope	C. difficile	Accuracy	0.784567901234568	NoLeakage
Epidope	C. trachomatis	AUC	0.568631715739718	NoLeakage
Epidope	C. trachomatis	F1	0.249080882352941	NoLeakage
Epidope	C. trachomatis	MCC	-0.0598176933882279	NoLeakage
Epidope	C. trachomatis	PPV	0.611738148984199	NoLeakage
Epidope	C. trachomatis	NPV	0.313937118723604	NoLeakage
Epidope	C. trachomatis	Sensitivity	0.156376226197346	NoLeakage
Epidope	C. trachomatis	Specificity	0.795481569560048	NoLeakage
Epidope	C. trachomatis	Balanced accuracy	0.475928897878697	NoLeakage
Epidope	C. trachomatis	Accuracy	0.365190365190365	NoLeakage
Epidope	Filoviridae	AUC	0.549206850431282	NoLeakage
Epidope	Filoviridae	F1	0.16036308623298	NoLeakage
Epidope	Filoviridae	MCC	0.1869025528811	NoLeakage
Epidope	Filoviridae	PPV	0.828125	NoLeakage
Epidope	Filoviridae	NPV	0.626373626373626	NoLeakage
Epidope	Filoviridae	Sensitivity	0.0887772194304858	NoLeakage
Epidope	Filoviridae	Specificity	0.988082340195016	NoLeakage
Epidope	Filoviridae	Balanced accuracy	0.538429779812751	NoLeakage
Epidope	Filoviridae	Accuracy	0.634868421052632	NoLeakage
Epidope	Human Gammaherpesvirus 4	AUC	0.588383977035333	NoLeakage
Epidope	Human Gammaherpesvirus 4	F1	0.192914285714286	NoLeakage
Epidope	Human Gammaherpesvirus 4	MCC	0.0390192695443434	NoLeakage
Epidope	Human Gammaherpesvirus 4	PPV	0.391102873030584	NoLeakage
Epidope	Human Gammaherpesvirus 4	NPV	0.667707249392993	NoLeakage
Epidope	Human Gammaherpesvirus 4	Sensitivity	0.128033980582524	NoLeakage
Epidope	Human Gammaherpesvirus 4	Specificity	0.89785447761194	NoLeakage
Epidope	Human Gammaherpesvirus 4	Balanced accuracy	0.512944229097232	NoLeakage
Epidope	Human Gammaherpesvirus 4	Accuracy	0.637027138157895	NoLeakage
Epidope	Influenza A	AUC	0.605042016806723	NoLeakage
Epidope	Influenza A	F1	0.17964824120603	NoLeakage
Epidope	Influenza A	MCC	0.0120133872799067	NoLeakage
Epidope	Influenza A	PPV	0.722222222222222	NoLeakage
Epidope	Influenza A	NPV	0.296004501969612	NoLeakage
Epidope	Influenza A	Sensitivity	0.102582496413199	NoLeakage
Epidope	Influenza A	Specificity	0.905335628227194	NoLeakage
Epidope	Influenza A	Balanced accuracy	0.503959062320197	NoLeakage
Epidope	Influenza A	Accuracy	0.33873417721519	NoLeakage
Epidope	Measles morbilivirus	AUC	0.592546429016577	NoLeakage
Epidope	Measles morbilivirus	F1	0.486187845303867	NoLeakage
Epidope	Measles morbilivirus	MCC	0.0517899353597916	NoLeakage
Epidope	Measles morbilivirus	PPV	0.647058823529412	NoLeakage
Epidope	Measles morbilivirus	NPV	0.405172413793103	NoLeakage
Epidope	Measles morbilivirus	Sensitivity	0.389380530973451	NoLeakage
Epidope	Measles morbilivirus	Specificity	0.661971830985915	NoLeakage
Epidope	Measles morbilivirus	Balanced accuracy	0.525676180979683	NoLeakage
Epidope	Measles morbilivirus	Accuracy	0.494565217391304	NoLeakage
Epidope	Mononegavirales	AUC	0.513875554135549	NoLeakage
Epidope	Mononegavirales	F1	0.297147722435079	NoLeakage
Epidope	Mononegavirales	MCC	-0.0841680818680639	NoLeakage
Epidope	Mononegavirales	PPV	0.392575928008999	NoLeakage
Epidope	Mononegavirales	NPV	0.513998250218723	NoLeakage
Epidope	Mononegavirales	Sensitivity	0.239041095890411	NoLeakage
Epidope	Mononegavirales	Specificity	0.685131195335277	NoLeakage
Epidope	Mononegavirales	Balanced accuracy	0.462086145612844	NoLeakage
Epidope	Mononegavirales	Accuracy	0.48	NoLeakage
Epidope	O. volvulus	AUC	0.560457897848396	NoLeakage
Epidope	O. volvulus	F1	0.0724365004703669	NoLeakage
Epidope	O. volvulus	MCC	0.00463696412718609	NoLeakage
Epidope	O. volvulus	PPV	0.130952380952381	NoLeakage
Epidope	O. volvulus	NPV	0.876238881829733	NoLeakage
Epidope	O. volvulus	Sensitivity	0.0500650195058518	NoLeakage
Epidope	O. volvulus	Specificity	0.952924919391985	NoLeakage
Epidope	O. volvulus	Balanced accuracy	0.501494969448919	NoLeakage
Epidope	O. volvulus	Accuracy	0.840877914951989	NoLeakage
Epidope	B. pertussis	AUC	0.643112354713732	NoLeakage
Epidope	B. pertussis	F1	0.0669856459330144	NoLeakage
Epidope	B. pertussis	MCC	0.0888334576481503	NoLeakage
Epidope	B. pertussis	PPV	1	NoLeakage
Epidope	B. pertussis	NPV	0.227722772277228	NoLeakage
Epidope	B. pertussis	Sensitivity	0.0346534653465347	NoLeakage
Epidope	B. pertussis	Specificity	1	NoLeakage
Epidope	B. pertussis	Balanced accuracy	0.517326732673267	NoLeakage
Epidope	B. pertussis	Accuracy	0.248554913294798	NoLeakage
Epidope	Corynebacterium	AUC	0.628395061728395	NoLeakage
Epidope	Corynebacterium	F1	0	NoLeakage
Epidope	Corynebacterium	MCC	0	NoLeakage
Epidope	Corynebacterium	PPV	0	NoLeakage
Epidope	Corynebacterium	NPV	0.381679389312977	NoLeakage
Epidope	Corynebacterium	Sensitivity	0	NoLeakage
Epidope	Corynebacterium	Specificity	1	NoLeakage
Epidope	Corynebacterium	Balanced accuracy	0.5	NoLeakage
Epidope	Corynebacterium	Accuracy	0.381679389312977	NoLeakage
Epidope	E. coli	AUC	0.767900293540487	NoLeakage
Epidope	E. coli	F1	0.277628032345013	NoLeakage
Epidope	E. coli	MCC	0.120843839862449	NoLeakage
Epidope	E. coli	PPV	0.887931034482759	NoLeakage
Epidope	E. coli	NPV	0.26025459688826	NoLeakage
Epidope	E. coli	Sensitivity	0.164536741214058	NoLeakage
Epidope	E. coli	Specificity	0.934010152284264	NoLeakage
Epidope	E. coli	Balanced accuracy	0.549273446749161	NoLeakage
Epidope	E. coli	Accuracy	0.348724179829891	NoLeakage
Epidope	Enterobacteriaceae	AUC	0.69469568540603	NoLeakage
Epidope	Enterobacteriaceae	F1	0.254175744371823	NoLeakage
Epidope	Enterobacteriaceae	MCC	0.193036703827817	NoLeakage
Epidope	Enterobacteriaceae	PPV	0.883838383838384	NoLeakage
Epidope	Enterobacteriaceae	NPV	0.429545454545455	NoLeakage
Epidope	Enterobacteriaceae	Sensitivity	0.148430873621713	NoLeakage
Epidope	Enterobacteriaceae	Specificity	0.970474967907574	NoLeakage
Epidope	Enterobacteriaceae	Balanced accuracy	0.559452920764644	NoLeakage
Epidope	Enterobacteriaceae	Accuracy	0.475485188968335	NoLeakage
Epidope	Lentivirus	AUC	0.579220779220779	NoLeakage
Epidope	Lentivirus	F1	0.427260812581914	NoLeakage
Epidope	Lentivirus	MCC	0.0617142497656744	NoLeakage
Epidope	Lentivirus	PPV	0.970238095238095	NoLeakage
Epidope	Lentivirus	NPV	0.0608695652173914	NoLeakage
Epidope	Lentivirus	Sensitivity	0.273949579831933	NoLeakage
Epidope	Lentivirus	Specificity	0.848484848484849	NoLeakage
Epidope	Lentivirus	Balanced accuracy	0.561217214158391	NoLeakage
Epidope	Lentivirus	Accuracy	0.304140127388535	NoLeakage
Epidope	M. tuberculosis	AUC	0.589435785703412	NoLeakage
Epidope	M. tuberculosis	F1	0.0585549288208434	NoLeakage
Epidope	M. tuberculosis	MCC	0.0525294938398801	NoLeakage
Epidope	M. tuberculosis	PPV	0.664634146341464	NoLeakage
Epidope	M. tuberculosis	NPV	0.511746391168978	NoLeakage
Epidope	M. tuberculosis	Sensitivity	0.0306265805001405	NoLeakage
Epidope	M. tuberculosis	Specificity	0.985017706347044	NoLeakage
Epidope	M. tuberculosis	Balanced accuracy	0.507822143423592	NoLeakage
Epidope	M. tuberculosis	Accuracy	0.51521438450899	NoLeakage
Epidope	Orthopoxvirus	AUC	0.66540404040404	NoLeakage
Epidope	Orthopoxvirus	F1	0.346153846153846	NoLeakage
Epidope	Orthopoxvirus	MCC	-0.3452256051846	NoLeakage
Epidope	Orthopoxvirus	PPV	0.5625	NoLeakage
Epidope	Orthopoxvirus	NPV	0.129032258064516	NoLeakage
Epidope	Orthopoxvirus	Sensitivity	0.25	NoLeakage
Epidope	Orthopoxvirus	Specificity	0.363636363636364	NoLeakage
Epidope	Orthopoxvirus	Balanced accuracy	0.306818181818182	NoLeakage
Epidope	Orthopoxvirus	Accuracy	0.276595744680851	NoLeakage
Epidope	P. aeruginosa	AUC	0.634920634920635	NoLeakage
Epidope	P. aeruginosa	F1	0.03125	NoLeakage
Epidope	P. aeruginosa	MCC	0.084639987700317	NoLeakage
Epidope	P. aeruginosa	PPV	1	NoLeakage
Epidope	P. aeruginosa	NPV	0.451327433628319	NoLeakage
Epidope	P. aeruginosa	Sensitivity	0.0158730158730159	NoLeakage
Epidope	P. aeruginosa	Specificity	1	NoLeakage
Epidope	P. aeruginosa	Balanced accuracy	0.507936507936508	NoLeakage
Epidope	P. aeruginosa	Accuracy	0.456140350877193	NoLeakage
Epidope	P. falciparum	AUC	0.521234362999538	NoLeakage
Epidope	P. falciparum	F1	0.560476727331293	NoLeakage
Epidope	P. falciparum	MCC	-0.0197910273027394	NoLeakage
Epidope	P. falciparum	PPV	0.796824912227141	NoLeakage
Epidope	P. falciparum	NPV	0.187388882304136	NoLeakage
Epidope	P. falciparum	Sensitivity	0.43226233852269	NoLeakage
Epidope	P. falciparum	Specificity	0.542925824175824	NoLeakage
Epidope	P. falciparum	Balanced accuracy	0.487594081349257	NoLeakage
Epidope	P. falciparum	Accuracy	0.453763010408327	NoLeakage
Epidope	SARS-Cov-2	AUC	0.559597105108398	NoLeakage
Epidope	SARS-Cov-2	F1	0.148939837958973	NoLeakage
Epidope	SARS-Cov-2	MCC	0.0519639774562163	NoLeakage
Epidope	SARS-Cov-2	PPV	0.112091333679294	NoLeakage
Epidope	SARS-Cov-2	NPV	0.92651338766007	NoLeakage
Epidope	SARS-Cov-2	Sensitivity	0.221879815100154	NoLeakage
Epidope	SARS-Cov-2	Specificity	0.848066420991875	NoLeakage
Epidope	SARS-Cov-2	Balanced accuracy	0.534973118046015	NoLeakage
Epidope	SARS-Cov-2	Accuracy	0.798242746219861	NoLeakage
Epidope	S. mansoni	AUC	0.607695780646161	NoLeakage
Epidope	S. mansoni	F1	0.298892154646168	NoLeakage
Epidope	S. mansoni	MCC	0.117680768957174	NoLeakage
